Time,Voltage
1.217,8.14
1.217,8.149
1.217,8.154
1.218,8.164
1.218,8.174
1.218,8.184
1.218,8.193
1.218,8.198
1.218,8.208
1.218,8.218
1.218,8.223
1.218,8.232
1.218,8.242
1.218,8.252
1.218,8.257
1.218,8.267
1.218,8.276
1.218,8.281
1.218,8.291
1.218,8.301
1.218,8.311
1.218,8.315
1.218,8.325
1.218,8.335
1.218,8.34
1.218,8.35
1.218,8.359
1.218,8.364
1.219,8.374
1.219,8.384
1.219,8.389
1.219,8.398
1.219,8.408
1.219,8.413
1.219,8.418
1.219,8.428
1.219,8.438
1.219,8.442
1.219,8.452
1.219,8.462
1.219,8.467
1.219,8.477
1.219,8.486
1.219,8.491
1.219,8.496
1.219,8.506
1.219,8.516
1.219,8.521
1.219,8.53
1.219,8.535
1.219,8.54
1.219,8.55
1.219,8.56
1.22,8.564
1.22,8.574
1.22,8.579
1.22,8.584
1.22,8.594
1.22,8.599
1.22,8.608
1.22,8.613
1.22,8.623
1.22,8.628
1.22,8.633
1.22,8.643
1.22,8.652
1.22,8.657
1.22,8.667
1.22,8.672
1.22,8.677
1.22,8.682
1.22,8.691
1.22,8.696
1.22,8.706
1.22,8.711
1.22,8.716
1.22,8.726
1.22,8.73
1.221,8.735
1.221,8.745
1.221,8.75
1.221,8.76
1.221,8.765
1.221,8.77
1.221,8.774
1.221,8.784
1.221,8.789
1.221,8.799
1.221,8.804
1.221,8.809
1.221,8.818
1.221,8.818
1.221,8.828
1.221,8.833
1.221,8.843
1.221,8.848
1.221,8.853
1.221,8.857
1.221,8.867
1.221,8.872
1.221,8.877
1.221,8.882
1.221,8.887
1.222,8.892
1.222,8.896
1.222,8.906
1.222,8.911
1.222,8.916
1.222,8.926
1.222,8.931
1.222,8.936
1.222,8.94
1.222,8.945
1.222,8.955
1.222,8.96
1.222,8.965
1.222,8.97
1.222,8.975
1.222,8.979
1.222,8.984
1.222,8.989
1.222,8.999
1.222,9.004
1.222,9.009
1.222,9.009
1.222,9.019
1.222,9.023
1.222,9.028
1.223,9.033
1.223,9.038
1.223,9.043
1.223,9.048
1.223,9.053
1.223,9.063
1.223,9.063
1.223,9.072
1.223,9.072
1.223,9.077
1.223,9.087
1.223,9.092
1.223,9.092
1.223,9.102
1.223,9.102
1.223,9.106
1.223,9.111
1.223,9.121
1.223,9.121
1.223,9.126
1.223,9.131
1.223,9.136
1.223,9.141
1.223,9.146
1.223,9.15
1.224,9.155
1.224,9.16
1.224,9.165
1.224,9.165
1.224,9.17
1.224,9.18
1.224,9.18
1.224,9.185
1.224,9.189
1.224,9.194
1.224,9.199
1.224,9.199
1.224,9.204
1.224,9.209
1.224,9.214
1.224,9.219
1.224,9.224
1.224,9.224
1.224,9.229
1.224,9.233
1.224,9.238
1.224,9.243
1.224,9.248
1.224,9.248
1.224,9.253
1.225,9.258
1.225,9.258
1.225,9.268
1.225,9.268
1.225,9.268
1.225,9.272
1.225,9.277
1.225,9.282
1.225,9.287
1.225,9.287
1.225,9.292
1.225,9.297
1.225,9.302
1.225,9.302
1.225,9.307
1.225,9.312
1.225,9.312
1.225,9.316
1.225,9.316
1.225,9.321
1.225,9.321
1.225,9.326
1.225,9.331
1.225,9.336
1.225,9.336
1.226,9.341
1.226,9.341
1.226,9.346
1.226,9.351
1.226,9.355
1.226,9.355
1.226,9.355
1.226,9.36
1.226,9.36
1.226,9.365
1.226,9.37
1.226,9.375
1.226,9.375
1.226,9.375
1.226,9.38
1.226,9.38
1.226,9.385
1.226,9.385
1.226,9.39
1.226,9.39
1.226,9.395
1.226,9.395
1.226,9.399
1.226,9.399
1.226,9.404
1.227,9.404
1.227,9.409
1.227,9.409
1.227,9.409
1.227,9.414
1.227,9.419
1.227,9.419
1.227,9.419
1.227,9.424
1.227,9.424
1.227,9.424
1.227,9.429
1.227,9.434
1.227,9.434
1.227,9.434
1.227,9.434
1.227,9.434
1.227,9.438
1.227,9.438
1.227,9.443
1.227,9.443
1.227,9.443
1.227,9.443
1.227,9.448
1.227,9.453
1.228,9.453
1.228,9.453
1.228,9.458
1.228,9.458
1.228,9.458
1.228,9.463
1.228,9.463
1.228,9.463
1.228,9.463
1.228,9.468
1.228,9.468
1.228,9.468
1.228,9.473
1.228,9.473
1.228,9.473
1.228,9.473
1.228,9.473
1.228,9.473
1.228,9.478
1.228,9.478
1.228,9.478
1.228,9.482
1.228,9.482
1.228,9.482
1.228,9.482
1.229,9.482
1.229,9.487
1.229,9.487
1.229,9.487
1.229,9.492
1.229,9.487
1.229,9.492
1.229,9.492
1.229,9.492
1.229,9.492
1.229,9.492
1.229,9.492
1.229,9.497
1.229,9.497
1.229,9.497
1.229,9.497
1.229,9.497
1.229,9.497
1.229,9.497
1.229,9.502
1.229,9.497
1.229,9.497
1.229,9.497
1.229,9.497
1.229,9.497
1.23,9.497
1.23,9.497
1.23,9.492
1.23,9.492
1.23,9.497
1.23,9.492
1.23,9.492
1.23,9.492
1.23,9.487
1.23,9.487
1.23,9.487
1.23,9.487
1.23,9.487
1.23,9.482
1.23,9.482
1.23,9.482
1.23,9.482
1.23,9.482
1.23,9.478
1.23,9.478
1.23,9.478
1.23,9.473
1.23,9.473
1.23,9.473
1.23,9.473
1.231,9.473
1.231,9.473
1.231,9.468
1.231,9.468
1.231,9.468
1.231,9.463
1.231,9.463
1.231,9.463
1.231,9.463
1.231,9.458
1.231,9.458
1.231,9.458
1.231,9.453
1.231,9.453
1.231,9.453
1.231,9.448
1.231,9.448
1.231,9.443
1.231,9.443
1.231,9.443
1.231,9.443
1.231,9.438
1.231,9.438
1.231,9.434
1.231,9.434
1.232,9.434
1.232,9.429
1.232,9.429
1.232,9.424
1.232,9.424
1.232,9.424
1.232,9.419
1.232,9.419
1.232,9.414
1.232,9.414
1.232,9.409
1.232,9.409
1.232,9.409
1.232,9.404
1.232,9.404
1.232,9.404
1.232,9.399
1.232,9.395
1.232,9.395
1.232,9.395
1.232,9.39
1.232,9.385
1.232,9.385
1.232,9.38
1.232,9.38
1.233,9.38
1.233,9.375
1.233,9.375
1.233,9.37
1.233,9.365
1.233,9.36
1.233,9.36
1.233,9.355
1.233,9.355
1.233,9.355
1.233,9.351
1.233,9.346
1.233,9.341
1.233,9.341
1.233,9.336
1.233,9.336
1.233,9.336
1.233,9.331
1.233,9.326
1.233,9.321
1.233,9.321
1.233,9.316
1.233,9.316
1.233,9.312
1.233,9.307
1.234,9.307
1.234,9.302
1.234,9.297
1.234,9.297
1.234,9.292
1.234,9.287
1.234,9.282
1.234,9.282
1.234,9.277
1.234,9.272
1.234,9.268
1.234,9.268
1.234,9.263
1.234,9.258
1.234,9.253
1.234,9.248
1.234,9.248
1.234,9.243
1.234,9.243
1.234,9.238
1.234,9.233
1.234,9.229
1.234,9.224
1.234,9.224
1.234,9.219
1.235,9.214
1.235,9.209
1.235,9.204
1.235,9.199
1.235,9.199
1.235,9.194
1.235,9.189
1.235,9.185
1.235,9.18
1.235,9.175
1.235,9.17
1.235,9.17
1.235,9.165
1.235,9.155
1.235,9.155
1.235,9.15
1.235,9.146
1.235,9.141
1.235,9.136
1.235,9.131
1.235,9.126
1.235,9.121
1.235,9.116
1.235,9.111
1.235,9.106
1.236,9.102
1.236,9.097
1.236,9.092
1.236,9.087
1.236,9.082
1.236,9.077
1.236,9.072
1.236,9.067
1.236,9.063
1.236,9.063
1.236,9.053
1.236,9.048
1.236,9.043
1.236,9.038
1.236,9.033
1.236,9.028
1.236,9.023
1.236,9.014
1.236,9.014
1.236,9.009
1.236,8.999
1.236,8.999
1.236,8.989
1.236,8.984
1.236,8.979
1.237,8.975
1.237,8.97
1.237,8.965
1.237,8.96
1.237,8.955
1.237,8.945
1.237,8.94
1.237,8.936
1.237,8.931
1.237,8.926
1.237,8.921
1.237,8.911
1.237,8.906
1.237,8.901
1.237,8.892
1.237,8.887
1.237,8.887
1.237,8.877
1.237,8.867
1.237,8.867
1.237,8.857
1.237,8.853
1.237,8.848
1.237,8.843
1.237,8.833
1.238,8.828
1.238,8.823
1.238,8.813
1.238,8.809
1.238,8.804
1.238,8.799
1.238,8.789
1.238,8.784
1.238,8.779
1.238,8.77
1.238,8.765
1.238,8.76
1.238,8.75
1.238,8.75
1.238,8.74
1.238,8.73
1.238,8.726
1.238,8.721
1.238,8.711
1.238,8.706
1.238,8.701
1.238,8.691
1.238,8.687
1.238,8.682
1.238,8.672
1.239,8.662
1.239,8.657
1.239,8.652
1.239,8.643
1.239,8.638
1.239,8.633
1.239,8.623
1.239,8.618
1.239,8.608
1.239,8.604
1.239,8.594
1.239,8.589
1.239,8.579
1.239,8.574
1.239,8.564
1.239,8.56
1.239,8.55
1.239,8.545
1.239,8.535
1.239,8.53
1.239,8.521
1.239,8.516
1.239,8.506
1.239,8.501
1.239,8.491
1.24,8.486
1.24,8.477
1.24,8.472
1.24,8.462
1.24,8.452
1.24,8.447
1.24,8.438
1.24,8.428
1.24,8.423
1.24,8.418
1.24,8.408
1.24,8.398
1.24,8.394
1.24,8.384
1.24,8.374
1.24,8.369
1.24,8.359
1.24,8.35
1.24,8.345
1.24,8.335
1.24,8.325
1.24,8.32
1.24,8.311
1.24,8.301
1.24,8.296
1.241,8.291
1.241,8.281
1.241,8.271
1.241,8.262
1.241,8.252
1.241,8.242
1.241,8.237
1.241,8.228
1.241,8.223
1.241,8.213
1.241,8.203
1.241,8.193
1.241,8.188
1.241,8.179
1.241,8.169
1.241,8.164
1.241,8.154
1.241,8.145
1.241,8.135
1.241,8.125
1.241,8.115
1.241,8.105
1.241,8.101
1.241,8.091
1.241,8.081
1.242,8.071
1.242,8.066
1.242,8.057
1.242,8.047
1.242,8.037
1.242,8.027
1.242,8.018
1.242,8.013
1.242,8.003
1.242,7.993
1.242,7.983
1.242,7.974
1.242,7.964
1.242,7.954
1.242,7.949
1.242,7.939
1.242,7.93
1.242,7.92
1.242,7.91
1.242,7.9
1.242,7.891
1.242,7.881
1.242,7.871
1.242,7.866
1.242,7.856
1.243,7.842
1.243,7.837
1.243,7.827
1.243,7.817
1.243,7.808
1.243,7.798
1.243,7.788
1.243,7.778
1.243,7.769
1.243,7.759
1.243,7.749
1.243,7.739
1.243,7.729
1.243,7.72
1.243,7.71
1.243,7.7
1.243,7.69
1.243,7.681
1.243,7.671
1.243,7.661
1.243,7.651
1.243,7.642
1.243,7.632
1.243,7.622
1.243,7.612
1.244,7.603
1.244,7.593
1.244,7.583
1.244,7.573
1.244,7.563
1.244,7.554
1.244,7.544
1.244,7.529
1.244,7.52
1.244,7.515
1.244,7.5
1.244,7.49
1.244,7.48
1.244,7.471
1.244,7.461
1.244,7.451
1.244,7.441
1.244,7.432
1.244,7.422
1.244,7.412
1.244,7.402
1.244,7.393
1.244,7.383
1.244,7.368
1.244,7.358
1.245,7.349
1.245,7.339
1.245,7.329
1.245,7.319
1.245,7.305
1.245,7.295
1.245,7.285
1.245,7.275
1.245,7.266
1.245,7.256
1.245,7.246
1.245,7.231
1.245,7.222
1.245,7.212
1.245,7.202
1.245,7.187
1.245,7.183
1.245,7.168
1.245,7.158
1.245,7.148
1.245,7.134
1.245,7.124
1.245,7.114
1.245,7.104
1.245,7.09
1.246,7.085
1.246,7.07
1.246,7.061
1.246,7.046
1.246,7.041
1.246,7.026
1.246,7.017
1.246,7.007
1.246,6.992
1.246,6.982
1.246,6.973
1.246,6.963
1.246,6.948
1.246,6.938
1.246,6.924
1.246,6.914
1.246,6.904
1.246,6.895
1.246,6.88
1.246,6.87
1.246,6.855
1.246,6.846
1.246,6.836
1.246,6.826
1.246,6.816
1.247,6.802
1.247,6.787
1.247,6.777
1.247,6.768
1.247,6.758
1.247,6.743
1.247,6.733
1.247,6.724
1.247,6.709
1.247,6.699
1.247,6.689
1.247,6.675
1.247,6.665
1.247,6.65
1.247,6.641
1.247,6.631
1.247,6.616
1.247,6.606
1.247,6.592
1.247,6.582
1.247,6.572
1.247,6.562
1.247,6.543
1.247,6.533
1.247,6.523
1.248,6.514
1.248,6.499
1.248,6.489
1.248,6.475
1.248,6.465
1.248,6.45
1.248,6.44
1.248,6.426
1.248,6.416
1.248,6.406
1.248,6.387
1.248,6.377
1.248,6.367
1.248,6.357
1.248,6.343
1.248,6.333
1.248,6.318
1.248,6.304
1.248,6.294
1.248,6.284
1.248,6.27
1.248,6.255
1.248,6.245
1.248,6.23
1.248,6.221
1.249,6.211
1.249,6.196
1.249,6.182
1.249,6.172
1.249,6.157
1.249,6.143
1.249,6.133
1.249,6.123
1.249,6.108
1.249,6.094
1.249,6.084
1.249,6.069
1.249,6.055
1.249,6.045
1.249,6.035
1.249,6.021
1.249,6.006
1.249,5.996
1.249,5.981
1.249,5.967
1.249,5.957
1.249,5.942
1.249,5.928
1.249,5.918
1.249,5.903
1.25,5.889
1.25,5.879
1.25,5.864
1.25,5.854
1.25,5.84
1.25,5.83
1.25,5.811
1.25,5.801
1.25,5.791
1.25,5.776
1.25,5.762
1.25,5.752
1.25,5.737
1.25,5.723
1.25,5.713
1.25,5.698
1.25,5.684
1.25,5.674
1.25,5.659
1.25,5.645
1.25,5.63
1.25,5.62
1.25,5.605
1.25,5.596
1.25,5.581
1.251,5.566
1.251,5.552
1.251,5.542
1.251,5.527
1.251,5.513
1.251,5.503
1.251,5.488
1.251,5.474
1.251,5.459
1.251,5.449
1.251,5.435
1.251,5.42
1.251,5.41
1.251,5.396
1.251,5.376
1.251,5.366
1.251,5.352
1.251,5.337
1.251,5.327
1.251,5.312
1.251,5.298
1.251,5.283
1.251,5.273
1.251,5.259
1.251,5.244
1.252,5.229
1.252,5.215
1.252,5.2
1.252,5.19
1.252,5.176
1.252,5.161
1.252,5.146
1.252,5.137
1.252,5.117
1.252,5.107
1.252,5.093
1.252,5.078
1.252,5.063
1.252,5.049
1.252,5.039
1.252,5.02
1.252,5.01
1.252,4.995
1.252,4.98
1.252,4.966
1.252,4.951
1.252,4.937
1.252,4.922
1.252,4.907
1.252,4.893
1.253,4.883
1.253,4.868
1.253,4.854
1.253,4.839
1.253,4.824
1.253,4.81
1.253,4.795
1.253,4.78
1.253,4.766
1.253,4.751
1.253,4.736
1.253,4.727
1.253,4.707
1.253,4.697
1.253,4.683
1.253,4.668
1.253,4.653
1.253,4.639
1.253,4.624
1.253,4.609
1.253,4.595
1.253,4.58
1.253,4.565
1.253,4.551
1.253,4.536
1.254,4.521
1.254,4.507
1.254,4.492
1.254,4.478
1.254,4.463
1.254,4.448
1.254,4.434
1.254,4.419
1.254,4.404
1.254,4.39
1.254,4.375
1.254,4.36
1.254,4.346
1.254,4.326
1.254,4.316
1.254,4.302
1.254,4.287
1.254,4.272
1.254,4.258
1.254,4.243
1.254,4.229
1.254,4.214
1.254,4.199
1.254,4.18
1.254,4.17
1.255,4.155
1.255,4.141
1.255,4.121
1.255,4.111
1.255,4.092
1.255,4.077
1.255,4.062
1.255,4.048
1.255,4.033
1.255,4.019
1.255,4.004
1.255,3.989
1.255,3.975
1.255,3.96
1.255,3.945
1.255,3.926
1.255,3.916
1.255,3.896
1.255,3.887
1.255,3.872
1.255,3.853
1.255,3.838
1.255,3.823
1.255,3.809
1.255,3.794
1.256,3.779
1.256,3.765
1.256,3.75
1.256,3.735
1.256,3.721
1.256,3.706
1.256,3.691
1.256,3.677
1.256,3.657
1.256,3.643
1.256,3.628
1.256,3.613
1.256,3.599
1.256,3.584
1.256,3.569
1.256,3.555
1.256,3.535
1.256,3.521
1.256,3.506
1.256,3.491
1.256,3.477
1.256,3.462
1.256,3.447
1.256,3.428
1.256,3.413
1.257,3.398
1.257,3.384
1.257,3.369
1.257,3.354
1.257,3.34
1.257,3.32
1.257,3.306
1.257,3.291
1.257,3.281
1.257,3.262
1.257,3.247
1.257,3.232
1.257,3.213
1.257,3.203
1.257,3.184
1.257,3.169
1.257,3.154
1.257,3.14
1.257,3.125
1.257,3.105
1.257,3.091
1.257,3.076
1.257,3.062
1.257,3.047
1.257,3.027
1.258,3.013
1.258,2.998
1.258,2.983
1.258,2.969
1.258,2.949
1.258,2.935
1.258,2.92
1.258,2.905
1.258,2.891
1.258,2.871
1.258,2.861
1.258,2.842
1.258,2.827
1.258,2.813
1.258,2.793
1.258,2.778
1.258,2.769
1.258,2.749
1.258,2.734
1.258,2.72
1.258,2.7
1.258,2.686
1.258,2.671
1.258,2.656
1.258,2.637
1.259,2.622
1.259,2.607
1.259,2.593
1.259,2.573
1.259,2.559
1.259,2.544
1.259,2.529
1.259,2.515
1.259,2.5
1.259,2.48
1.259,2.461
1.259,2.446
1.259,2.432
1.259,2.412
1.259,2.402
1.259,2.383
1.259,2.368
1.259,2.354
1.259,2.334
1.259,2.324
1.259,2.305
1.259,2.29
1.259,2.271
1.259,2.256
1.259,2.241
1.26,2.227
1.26,2.207
1.26,2.197
1.26,2.178
1.26,2.158
1.26,2.144
1.26,2.134
1.26,2.114
1.26,2.095
1.26,2.08
1.26,2.065
1.26,2.046
1.26,2.036
1.26,2.017
1.26,2.002
1.26,1.987
1.26,1.973
1.26,1.953
1.26,1.938
1.26,1.924
1.26,1.904
1.26,1.89
1.26,1.875
1.26,1.855
1.26,1.841
1.261,1.826
1.261,1.812
1.261,1.797
1.261,1.777
1.261,1.763
1.261,1.743
1.261,1.729
1.261,1.719
1.261,1.699
1.261,1.685
1.261,1.67
1.261,1.65
1.261,1.631
1.261,1.616
1.261,1.602
1.261,1.587
1.261,1.572
1.261,1.553
1.261,1.538
1.261,1.523
1.261,1.509
1.261,1.489
1.261,1.475
1.261,1.46
1.261,1.445
1.262,1.426
1.262,1.411
1.262,1.396
1.262,1.377
1.262,1.362
1.262,1.348
1.262,1.328
1.262,1.313
1.262,1.299
1.262,1.279
1.262,1.265
1.262,1.25
1.262,1.235
1.262,1.216
1.262,1.201
1.262,1.187
1.262,1.167
1.262,1.152
1.262,1.138
1.262,1.118
1.262,1.104
1.262,1.089
1.262,1.069
1.262,1.055
1.262,1.04
1.263,1.025
1.263,1.006
1.263,0.991
1.263,0.977
1.263,0.957
1.263,0.942
1.263,0.928
1.263,0.908
1.263,0.894
1.263,0.879
1.263,0.859
1.263,0.845
1.263,0.83
1.263,0.811
1.263,0.796
1.263,0.781
1.263,0.767
1.263,0.747
1.263,0.728
1.263,0.718
1.263,0.698
1.263,0.684
1.263,0.664
1.263,0.649
1.263,0.635
1.264,0.615
1.264,0.601
1.264,0.586
1.264,0.566
1.264,0.552
1.264,0.537
1.264,0.518
1.264,0.503
1.264,0.488
1.264,0.474
1.264,0.454
1.264,0.439
1.264,0.425
1.264,0.41
1.264,0.391
1.264,0.376
1.264,0.361
1.264,0.342
1.264,0.327
1.264,0.312
1.264,0.293
1.264,0.278
1.264,0.264
1.264,0.244
1.264,0.229
1.265,0.215
1.265,0.195
1.265,0.181
1.265,0.166
1.265,0.146
1.265,0.132
1.265,0.117
1.265,0.098
1.265,0.083
1.265,0.068
1.265,0.054
1.265,0.034
1.265,0.02
1.265,0.0
1.265,-0.015
1.265,-0.029
1.265,-0.044
1.265,-0.059
1.265,-0.078
1.265,-0.098
1.265,-0.112
1.265,-0.127
1.265,-0.142
1.265,-0.156
1.265,-0.176
1.266,-0.195
1.266,-0.21
1.266,-0.225
1.266,-0.239
1.266,-0.259
1.266,-0.273
1.266,-0.288
1.266,-0.308
1.266,-0.322
1.266,-0.337
1.266,-0.356
1.266,-0.371
1.266,-0.386
1.266,-0.405
1.266,-0.42
1.266,-0.435
1.266,-0.454
1.266,-0.469
1.266,-0.483
1.266,-0.498
1.266,-0.518
1.266,-0.532
1.266,-0.547
1.266,-0.566
1.266,-0.581
1.267,-0.596
1.267,-0.615
1.267,-0.63
1.267,-0.645
1.267,-0.664
1.267,-0.679
1.267,-0.693
1.267,-0.713
1.267,-0.728
1.267,-0.742
1.267,-0.757
1.267,-0.776
1.267,-0.791
1.267,-0.806
1.267,-0.82
1.267,-0.84
1.267,-0.854
1.267,-0.869
1.267,-0.889
1.267,-0.903
1.267,-0.918
1.267,-0.937
1.267,-0.952
1.267,-0.967
1.267,-0.981
1.268,-1.001
1.268,-1.016
1.268,-1.03
1.268,-1.05
1.268,-1.064
1.268,-1.079
1.268,-1.094
1.268,-1.113
1.268,-1.128
1.268,-1.143
1.268,-1.162
1.268,-1.177
1.268,-1.191
1.268,-1.211
1.268,-1.226
1.268,-1.24
1.268,-1.255
1.268,-1.274
1.268,-1.289
1.268,-1.304
1.268,-1.318
1.268,-1.338
1.268,-1.353
1.268,-1.367
1.268,-1.387
1.269,-1.401
1.269,-1.416
1.269,-1.431
1.269,-1.445
1.269,-1.465
1.269,-1.479
1.269,-1.499
1.269,-1.514
1.269,-1.528
1.269,-1.543
1.269,-1.558
1.269,-1.577
1.269,-1.597
1.269,-1.611
1.269,-1.626
1.269,-1.641
1.269,-1.655
1.269,-1.675
1.269,-1.689
1.269,-1.709
1.269,-1.719
1.269,-1.738
1.269,-1.753
1.269,-1.768
1.269,-1.787
1.27,-1.802
1.27,-1.821
1.27,-1.836
1.27,-1.851
1.27,-1.865
1.27,-1.88
1.27,-1.899
1.27,-1.914
1.27,-1.929
1.27,-1.943
1.27,-1.963
1.27,-1.978
1.27,-1.992
1.27,-2.012
1.27,-2.026
1.27,-2.041
1.27,-2.061
1.27,-2.075
1.27,-2.09
1.27,-2.104
1.27,-2.124
1.27,-2.139
1.27,-2.153
1.27,-2.168
1.27,-2.188
1.271,-2.202
1.271,-2.217
1.271,-2.236
1.271,-2.246
1.271,-2.266
1.271,-2.28
1.271,-2.295
1.271,-2.314
1.271,-2.329
1.271,-2.344
1.271,-2.358
1.271,-2.378
1.271,-2.393
1.271,-2.407
1.271,-2.422
1.271,-2.441
1.271,-2.456
1.271,-2.471
1.271,-2.485
1.271,-2.5
1.271,-2.515
1.271,-2.534
1.271,-2.549
1.271,-2.563
1.271,-2.578
1.272,-2.593
1.272,-2.607
1.272,-2.627
1.272,-2.642
1.272,-2.656
1.272,-2.671
1.272,-2.69
1.272,-2.705
1.272,-2.72
1.272,-2.734
1.272,-2.754
1.272,-2.769
1.272,-2.783
1.272,-2.798
1.272,-2.813
1.272,-2.827
1.272,-2.847
1.272,-2.861
1.272,-2.876
1.272,-2.891
1.272,-2.905
1.272,-2.92
1.272,-2.935
1.272,-2.954
1.272,-2.969
1.273,-2.983
1.273,-2.998
1.273,-3.018
1.273,-3.027
1.273,-3.042
1.273,-3.062
1.273,-3.076
1.273,-3.091
1.273,-3.105
1.273,-3.12
1.273,-3.135
1.273,-3.154
1.273,-3.169
1.273,-3.184
1.273,-3.198
1.273,-3.213
1.273,-3.228
1.273,-3.242
1.273,-3.262
1.273,-3.276
1.273,-3.291
1.273,-3.306
1.273,-3.32
1.273,-3.335
1.273,-3.35
1.274,-3.369
1.274,-3.384
1.274,-3.398
1.274,-3.413
1.274,-3.428
1.274,-3.442
1.274,-3.457
1.274,-3.477
1.274,-3.491
1.274,-3.506
1.274,-3.521
1.274,-3.535
1.274,-3.55
1.274,-3.564
1.274,-3.579
1.274,-3.594
1.274,-3.608
1.274,-3.623
1.274,-3.643
1.274,-3.652
1.274,-3.672
1.274,-3.687
1.274,-3.701
1.274,-3.716
1.274,-3.73
1.275,-3.745
1.275,-3.76
1.275,-3.774
1.275,-3.789
1.275,-3.804
1.275,-3.818
1.275,-3.833
1.275,-3.848
1.275,-3.862
1.275,-3.882
1.275,-3.896
1.275,-3.906
1.275,-3.926
1.275,-3.936
1.275,-3.95
1.275,-3.97
1.275,-3.984
1.275,-3.999
1.275,-4.014
1.275,-4.028
1.275,-4.043
1.275,-4.058
1.275,-4.072
1.275,-4.087
1.275,-4.102
1.276,-4.121
1.276,-4.131
1.276,-4.146
1.276,-4.16
1.276,-4.18
1.276,-4.194
1.276,-4.204
1.276,-4.219
1.276,-4.233
1.276,-4.248
1.276,-4.263
1.276,-4.282
1.276,-4.292
1.276,-4.307
1.276,-4.326
1.276,-4.336
1.276,-4.351
1.276,-4.365
1.276,-4.38
1.276,-4.395
1.276,-4.409
1.276,-4.424
1.276,-4.438
1.276,-4.453
1.276,-4.468
1.277,-4.482
1.277,-4.497
1.277,-4.512
1.277,-4.526
1.277,-4.541
1.277,-4.556
1.277,-4.57
1.277,-4.585
1.277,-4.595
1.277,-4.609
1.277,-4.624
1.277,-4.639
1.277,-4.653
1.277,-4.668
1.277,-4.683
1.277,-4.697
1.277,-4.712
1.277,-4.727
1.277,-4.741
1.277,-4.751
1.277,-4.766
1.277,-4.78
1.277,-4.795
1.277,-4.81
1.277,-4.824
1.278,-4.839
1.278,-4.854
1.278,-4.863
1.278,-4.878
1.278,-4.893
1.278,-4.907
1.278,-4.922
1.278,-4.937
1.278,-4.946
1.278,-4.961
1.278,-4.976
1.278,-4.99
1.278,-5.0
1.278,-5.02
1.278,-5.029
1.278,-5.044
1.278,-5.059
1.278,-5.073
1.278,-5.088
1.278,-5.098
1.278,-5.112
1.278,-5.127
1.278,-5.142
1.278,-5.151
1.278,-5.166
1.279,-5.181
1.279,-5.195
1.279,-5.21
1.279,-5.22
1.279,-5.234
1.279,-5.249
1.279,-5.259
1.279,-5.273
1.279,-5.288
1.279,-5.303
1.279,-5.312
1.279,-5.332
1.279,-5.342
1.279,-5.356
1.279,-5.371
1.279,-5.381
1.279,-5.396
1.279,-5.41
1.279,-5.425
1.279,-5.435
1.279,-5.449
1.279,-5.464
1.279,-5.474
1.279,-5.488
1.279,-5.503
1.28,-5.518
1.28,-5.527
1.28,-5.542
1.28,-5.557
1.28,-5.566
1.28,-5.581
1.28,-5.596
1.28,-5.605
1.28,-5.62
1.28,-5.635
1.28,-5.645
1.28,-5.659
1.28,-5.674
1.28,-5.684
1.28,-5.698
1.28,-5.713
1.28,-5.723
1.28,-5.737
1.28,-5.747
1.28,-5.762
1.28,-5.771
1.28,-5.786
1.28,-5.801
1.28,-5.811
1.28,-5.82
1.281,-5.84
1.281,-5.85
1.281,-5.859
1.281,-5.874
1.281,-5.889
1.281,-5.898
1.281,-5.913
1.281,-5.928
1.281,-5.937
1.281,-5.947
1.281,-5.962
1.281,-5.977
1.281,-5.986
1.281,-6.001
1.281,-6.011
1.281,-6.025
1.281,-6.035
1.281,-6.05
1.281,-6.064
1.281,-6.074
1.281,-6.089
1.281,-6.099
1.281,-6.108
1.281,-6.123
1.281,-6.133
1.282,-6.147
1.282,-6.162
1.282,-6.172
1.282,-6.187
1.282,-6.196
1.282,-6.211
1.282,-6.221
1.282,-6.23
1.282,-6.245
1.282,-6.255
1.282,-6.27
1.282,-6.279
1.282,-6.289
1.282,-6.304
1.282,-6.313
1.282,-6.328
1.282,-6.343
1.282,-6.353
1.282,-6.362
1.282,-6.377
1.282,-6.387
1.282,-6.396
1.282,-6.411
1.282,-6.421
1.282,-6.431
1.283,-6.445
1.283,-6.46
1.283,-6.47
1.283,-6.484
1.283,-6.494
1.283,-6.504
1.283,-6.514
1.283,-6.528
1.283,-6.538
1.283,-6.548
1.283,-6.562
1.283,-6.577
1.283,-6.582
1.283,-6.597
1.283,-6.606
1.283,-6.616
1.283,-6.631
1.283,-6.641
1.283,-6.655
1.283,-6.665
1.283,-6.675
1.283,-6.689
1.283,-6.694
1.283,-6.709
1.283,-6.719
1.284,-6.733
1.284,-6.743
1.284,-6.753
1.284,-6.763
1.284,-6.772
1.284,-6.787
1.284,-6.797
1.284,-6.807
1.284,-6.821
1.284,-6.831
1.284,-6.841
1.284,-6.851
1.284,-6.865
1.284,-6.875
1.284,-6.885
1.284,-6.895
1.284,-6.909
1.284,-6.919
1.284,-6.929
1.284,-6.938
1.284,-6.948
1.284,-6.963
1.284,-6.973
1.284,-6.982
1.284,-6.992
1.285,-7.007
1.285,-7.017
1.285,-7.021
1.285,-7.036
1.285,-7.046
1.285,-7.056
1.285,-7.07
1.285,-7.08
1.285,-7.09
